Article,Sentence,Span,Start,End
article788056108,"To quote Cajetan on this point (citations taken from the linked article by Robert Siscoe), deposition by an imperfect council is appropriate “when one or more Popes suffer uncertainty with regard to their election, as seems to have arisen in the schism of Urban VI and others.
",,-1,-1
article788056108,"Then, lest the Church be perplexed, those members of the Church who are available have the power to judge which is the true pope, if it can be known, and if it cannot be known, [it has] the power to provide that the electors agree on one or another of them.”
",,-1,-1
article788056108,"I am not saying that such a case has been proven.
",,-1,-1
article788056108,"Rather, what I am saying is that this hypothetical imperfect council could determine that it has been proven and act accordingly, and that the Church would judge any resulting deposition of Bergoglio in the same manner it judges the deposition of Benedict IX.
",,-1,-1
article788056108,"Another ground for deposition—as determined by the imperfect council, not any of us—would be that Bergoglio has deposed himself by promulgating heresy, fracturing the Church’s universal discipline respecting marriage and the Eucharist, and undermining the teaching of even his own immediate predecessors on matters of fundamental morality upheld by the Magisterium for two millennia.
","Bergoglio has deposed himself by promulgating heresy, fracturing the Church’s universal discipline respecting marriage and the Eucharist, and undermining the teaching of even his own immediate predecessors on matters of fundamental morality upheld by the Magisterium for two millennia",98,382
article788056108,"Surely the Church cannot be without any remedy for a Pope who relentlessly attacks her very foundations!
",a Pope who relentlessly attacks her very foundations,51,103
article788056108,"To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law.
",,-1,-1
article788056108,"Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council.
",,-1,-1
article788056108,"If a synod was able to declare the deposition of a pope in 1046, why not an imperfect council today—or, for that matter, another synod?
",,-1,-1
article788056108,"It will be argued that such a deposition would provoke massive schisms in the Church.
",,-1,-1
article788056108,"But that would not be the first time that defense of the Church’s common good has done so, as the Great Western Schism demonstrates.
",,-1,-1
article788056108,"And are we not in the midst of schisms already, provoked by none other than Bergoglio himself, whose insane drive to shatter the Church’s bimillennial discipline has produced the totally unprecedented situation in which what is still considered mortally sinful in one diocese is an imperative of “mercy” in another?
","And are we not in the midst of schisms already, provoked by none other than Bergoglio himself, whose insane drive to shatter the Church’s bimillennial discipline has produced the totally unprecedented situation in which what is still considered mortally sinful in one diocese is an imperative of “mercy” in another",0,314
article788056108,"In any case, this much is certain: barring Bergoglio’s conversion and reversal of course, the Church cannot abide this pontificate any longer.
",,-1,-1
article788056108,"One way or another, the Church will have to repel an attacker at her very summit.
",,-1,-1
article788056108,"Either the human element of the Church will act according to the means which seem possible, however extraordinary, or Heaven itself will intervene in a manner that might well involve a divine chastisement due to the negligence of time-serving pastors who left their sheep completely undefended against the wolves who preyed upon them, including the wolf the cardinals improvidently elected Pope.
","Either the human element of the Church will act according to the means which seem possible, however extraordinary, or Heaven itself will intervene ",0,147
article788056108,"Some four months before Archbishop Viganò’s testimony Cardinal Willem Jacobus Eijk, the Archbishop of Utrecht, Netherlands, perhaps the most liberal territory in the entire Church, protested that Bergoglio’s blatant nod to intercommunion with Protestants in Germany means that “the bishops and, above all, the Successor of Peter fail to maintain and transmit faithfully and in unity the deposit of faith contained in Sacred Tradition and Sacred Scripture” and that the situation reminds him of Article 675 of the Catechism of the Catholic Church, which refers to the Church’s “final trial” before the Second Coming, “that will shake the faith of many believers… [a] ‘mystery of iniquity’ in the form of a religious deception offering men an apparent solution to their problems at the price of apostasy from the truth.
","the bishops and, above all, the Successor of Peter fail to maintain and transmit faithfully and in unity the deposit of faith contained in Sacred Tradition and Sacred Scripture",278,454
article788056108,"What can the Church do when confronted by a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth”?
","a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth",42,269
article788056108,"It seems absurd to argue that she can do nothing but exhort the faithful to pray and do penance while a papal malefactor, treated as if were an absolute dictator, is allowed to continue wreaking havoc upon faith and morals to the detriment of countless souls, without the least impediment, for so long as he shall live.
",It seems absurd ,0,16
article788056108,"No, Bergoglio must go.
",,-1,-1
article788056108,"The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy.
","The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy",0,293
article788056108,"May God give them the grace to do what must be done and what history will vindicate as a rescue of the Church during the height of the worst crisis in her history.
",,-1,-1
article788173482,"Exposing the Deep State Plotters
",the Deep State Plotters,9,32
article788173482,"President Trump’s sweeping order this week directing intelligence agencies to declassify documents from the more than 18-month-old investigation related to the Left’s electoral collusion conspiracy theory involving Trump and Russia may shed light on what really happened in the 2016 election.
",,-1,-1
article788173482,"In an interview with Hill.TV yesterday, the president said he ordered the mass declassification to show the public that the FBI investigation of the conspiracy theory began as a “hoax.” Exposing it could be one of the “crowning achievements” of his presidency, he said.
",as a “hoax,173,183
article788173482,"“What we’ve done is a great service to the country, really,” he said.
","What we’ve done is a great service to the country, really",1,58
article788173482,"“I hope to be able to call this, along with tax cuts and regulation and all the things I’ve done… in its own way this might be the most important thing because this was corrupt.”
",this might be the most important thing ,113,152
article788173482,"Trump criticized how the FBI handled the Russia probe, accusing it of misleading the Foreign Intelligence Surveillance Act (FISA) court, and of spying on his campaign.
",,-1,-1
article788173482,"“They know this is one of the great scandals in the history of our country because basically what they did is, they used [former Trump campaign aide] Carter Page, who nobody even knew, who I feel very badly for, I think he’s been treated very badly.
",this is one of the great scandals in the history of our country ,11,75
article788173482,"They used Carter Page as a foil in order to surveil a candidate for the presidency of the United States.”
",used Carter Page as a foil ,5,32
article788173482,"“It’s a hoax, beyond a witch hunt,” Trump said.
","It’s a hoax, beyond a witch hunt",1,33
article788173482,"The documents affected involve a FISA warrant against Carter Page and text messages from disgraced ex-FBI employees Peter Strzok and Lisa Page.
",disgraced ex-FBI employees ,89,116
article788173482,"(Carter Page is not related to Lisa Page.)
",,-1,-1
article788173482,"Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with endless fodder in the 24-hour news cycle.
","Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration",0,97
article788173482,"When Trump defenders have fought back, social media companies have colluded with the Left to silence and intimidate them.
",Trump defenders ,5,21
article788173482,"This declassification effort won’t make things any worse than they are for President Trump.
",,-1,-1
article788173482,"It may even prove a political masterstroke of sorts for Trump.
",prove a political masterstroke ,12,43
article788173482,"How else does one fight back against the nameless, faceless bureaucrats of the Deep State who hide behind anonymity to undermine the duly elected 45th president of the United States?
","nameless, faceless bureaucrats of the Deep State ",41,90
article788173482,"Make the documents public and let the chips fall where they may.
",and let the chips fall where they may,26,63
article788173482,"There is so much leftist dirt to uncover.
",so much leftist dirt ,9,30
article788173482,"For example, it was established some time ago that former President Obama was involved on some level in this shameful un-American plot to rig the 2016 election and undermine his successor by using the privacy-invading apparatus of the state.
",shameful un-American plot ,109,135
article788173482,"Obama wanted “to know everything” the FBI was doing in its investigation into claims that Russia was interfering in the 2016 election.
",,-1,-1
article788173482,"Specifically, the statement that Obama wanted “to know everything we’re doing” came in a private Sept. 2, 2016, text message from FBI lawyer Lisa Page to FBI agent Peter Strzok, with whom she was having an extramarital affair at the time.
",with whom she was having an extramarital affair at the time,178,237
article788173482,"(The exact message, time-stamped 1:50 p.m., reads ""Yes, bc potus wants to know everything we are doing."")
",,-1,-1
article788173482,"In a separate text message to Page, Strzok wrote something cryptic about an “insurance policy” in case Donald Trump got elected.
",something cryptic ,49,67
article788173482,"Apparently, he was referring to the salacious, unverified dossier Hillary Clinton and the DNC paid rent-a-spy Christopher Steele to compile that purports to show Trump’s nefarious links to Russia.
",the DNC paid rent-a-spy ,86,110
article788173482,"President Trump ordered that the relevant documents be released by the Office of the Director of National Intelligence (ODNI) and the Justice Department “[a]t the request of a number of committees of Congress, and for reasons of transparency,” read a statement issued by White House Press Secretary Sarah Huckabee Sanders.
",,-1,-1
article788173482,"Trump ordered the “immediate declassification” of “pages 10-12 and 17-34 of the June 2017 application to the FISA court in the matter of Carter W. Page,” “all FBI reports of interviews with Bruce G. Ohr prepared in connection with the Russia investigation,” and “all FBI reports of interviews prepared in connection with all Carter Page FISA applications.”
",,-1,-1
article788173482,"Trump also ordered the “the Department of Justice (including the FBI) to publicly release all text messages relating to the Russia investigation, without redaction, of James Comey, Andrew McCabe, Peter Strzok, Lisa Page, and Bruce Ohr.”
",,-1,-1
article788173482,"The chairman of the House Permanent Select Committee on Intelligence, Devin Nunes (R -Calif.), reportedly hailed Trump’s order, saying it covers “pretty much everything that he wanted … and the text messages are a bonus.”
",hailed Trump’s order,106,126
article788173482,"A handful of Democratic lawmakers alarmed at the prospect of being exposed as frauds and publicly humiliated wrote Director of National Intelligence Daniel Coats, Deputy Attorney General Rod Rosenstein, and FBI Director Christopher Wray on Tuesday.
",alarmed at the prospect of being exposed as frauds and publicly humiliated ,34,109
article788173482,"The letter, which is an attempt to usurp the powers vested in the president, asks the three agencies to defy the presidential directive.
",an attempt to usurp the powers vested in the president,21,75
article788173482,"""Your agencies' review, and any communication with the White House on the substance of the material, should not proceed further until you have briefed the Gang of Eight in person.""
",the Gang of Eight ,151,169
article788173482,"It claims that Trump’s declassification request constitutes improper intervention “in an ongoing law enforcement investigation that may implicate the President himself or those around him.”
",,-1,-1
article788173482,"The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself.
","The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself",0,151
article788173482,"“The action he has taken, to direct your agencies to selectively disclose classified information that he believes he can manipulate publicly to undermine the legitimacy and credibility of the Special Counsel’s [Robert Mueller] investigation, is a brazen abuse of power.”
",a brazen abuse of power,245,268
article788173482,"The missive is signed by Senate Minority Leader Chuck Schumer (D-N.Y.), Sen. Mark Warner (D-Va.), who is vice chairman of the Senate Select Committee on Intelligence, House Minority Leader Nancy Pelosi (D-Calif.), and Adam Schiff (D-Calif.), who is ranking member of the House Permanent Select Committee on Intelligence.
",,-1,-1
article788173482,"Intelligence agencies have already reportedly begun working to carry out the president’s orders and the first set of documents could be made public in a few days.
",,-1,-1
article788173482,"“When the President issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House Counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department official told Fox News.
",,-1,-1
article788173482,"“The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President’s order.”
",,-1,-1
article788173482,"Coats spokeswoman Kellie Wade also said that the agency was “working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.”
",,-1,-1
article788173482,"According to Fox News:
",,-1,-1
article788173482,"The documents include all FBI reports on interviews, also known as 302s, with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page, as well as 21 pages of one renewed warrant.
",,-1,-1
article788173482,"The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.
",,-1,-1
article788173482,"The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.
",,-1,-1
article788173482,"In comments to reporters and on Twitter, President Trump has been blasting Strzok and Page for months over their inappropriate behavior.
",has been blasting ,57,75
article788173482,"Ditto for former FBI Director James Comey and one of his deputies, Andrew McCabe.
",,-1,-1
article788173482,"Trump fired Comey in May 2017 and Attorney General Jeff Sessions canned McCabe in March.
",canned ,65,72
article788173482,"Page left the FBI in May and Strzok got the axe last month.
",got the axe ,36,48
article788173482,"That means there are still thousands of unaccountable Deep State operatives in the Trump administration that have yet to be dealt with.
",unaccountable Deep State operatives ,40,76
article788726416,"Deep State Insurrection Defying POTUS Trump’s Order
",Deep State Insurrection ,0,24
article788726416,"Deep State officials like ex-CIA chief John Brennan are in panic mode.
",Deep State officials ,0,21
article788726416,"Deep State DOJ tool Rod Rosenstein refuses to comply with Trump’s executive order as afforded him by the US Constitution.
",Deep State DOJ tool ,0,20
article788726416,"Establishment Democrats are all over the mainstream media channels calling the act of releasing documents criminal.
",,-1,-1
article788726416,"The US President wants every American citizen to see the full, unredacted version of the FISA documents used to spy on Carter Page.
","The US President wants every American citizen to see the full, unredacted version of the FISA documents used to spy on Carter Page",0,130
article788726416,"Trump is simply asking for full transparency, in what has become a two year, multi-million dollar witch hunt, to find collusion where there is none.
","a two year, multi-million dollar witch hunt",65,108
article788726416,"This is all you need to know about the hoax that was and is Trump-Russia collusion and the Robert Mueller special counsel investigation.
",the hoax that was and is Trump-Russia collusion ,35,83
article788726416,"The Duran’s Alex Christoforou and Editor-in-Chief Alexander Mercouris discuss the insurrection taking place at the US Department of Justice, as Democrats, ex-Obama officials, and DOJ directors are doing everything in their power to make sure the truth, about how the FISA warrant to spy on Carter Page was obtained, remains hidden from the eyes of the American public.
","are doing everything in their power to make sure the truth, about how the FISA warrant to spy on Carter Page was obtained, remains hidden from the eyes of the American public",193,367
article788726416,"Via Zerohedge…
",,-1,-1
article788726416,"Despite President Trump’s Monday order for the “immediate declassification” of sensitive materials related to the Russia investigation, “without redaction,” the agencies involved are planning to do so anyway, according to Bloomberg, citing three people familiar with the matter.
",,-1,-1
article788726416,"The Justice Department, FBI and Office of the Director of National Intelligence are going through a methodical review and can’t offer a timeline for finishing, said the people, who weren’t authorized to speak publicly about the sensitive matter.
",,-1,-1
article788726416,"–Bloomberg
",,-1,-1
article788726416,"The Deep State: The Fa... Mike Lofgren Best Price: $7.55 Buy New $6.00 (as of 11:45 EDT - Details) Trump ordered the DOJ to release the text messages of former FBI Director James Comey, his deputy Andrew McCabe, now-fired special agent Peter Strzok, former FBI attorney Lisa Page and twice-demoted DOJ official Bruce Ohr.
",twice-demoted DOJ official ,284,311
article788726416,"Also ordered released are specific pages from the FBI’s FISA surveillance warrant application on former Trump campaign aide Carter Page, as well as interviews with Ohr.
",,-1,-1
article788726416,"The DOJ and the FBI are expected to submit proposed redactions to the Office of the Director of National Intelligence – which will prepare a package for Trump to sign off on.
",,-1,-1
article788726416,"“When the president issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department spokesman said in a statement.
",,-1,-1
article788726416,"“The department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the president’s order.”
",,-1,-1
article788726416,"The agencies are likely to cite national security concerns over revealing classified “sources and methods” pertaining to the Russia investigation – which will put them in direct conflict with Trump’s order.
",,-1,-1
article788726416,"Trump, as president, has the power to override the agencies and declassify material on his own.
",,-1,-1
article788726416,"Trump’s order to release the documents comes after months of requests from GOP lawmakers, while the DOJ has repeatedly denied their requests for more transparency.
",,-1,-1
article788726416,"The FBI’s spy…
",The FBI’s spy,0,13
article788726416,"According to Bloomberg, the DOJ is interpreting Trump’s request to include information about the use of confidential informant (spy) Stephan Halper during the early stages of the Trump-Russia investigation.
",confidential informant (spy,104,131
article788726416,"After taking in over $400,000 from the Obama Pentagon under the auspices of a research contract, Halper befriended and spied on members of the Trump campaign, including aides Carter Page and George Papadopoulos.
",,-1,-1
article788726416,"Showdown?
",,-1,-1
article788726416,"Top Congressional Democrats Nancy Pelosi, Chuck Schumer, Adam Schiff and Mark Warner penned a joint letter to ODNI Director Dan Coates, Deputy AG Rod Rosenstein and FBI Director Christopher Wray demanding that the agencies defy President Trump.
",demanding that the agencies defy President Trump,195,243
article788726416,"Showdown?
",,-1,-1
article788726416,"In letter, Pelosi/Schumer/Schiff/Warner order intel agencies to ignore presidential order on declassification until consulting with Congress.
",,-1,-1
article788726416,"https://t.co/x7JDUJd4t0 pic.twitter.com/o64PC7EEFQ — Byron York (@ByronYork) September 19, 2018
",,-1,-1
article788726416,"In the letter, the lawmakers “express profound alarm” at the decision to “intervene in an ongoing law enforcement investigation that may implicate the President himself or those around him.”
",profound alarm,38,52
article788726416,"“Any decision by your offices to share this material with the President or his lawyers will violate longstanding Department of Justice polices, as well as assurances you have provided to us.”
",,-1,-1
article788726416,"The letter then demands that the agencies brief the Gang of Eight before releasing the materials “to anyone at the White House.”
",the Gang of Eight ,48,66
article788726416,"Reprinted from The Duran.
",,-1,-1
article788816478,"Kavanaugh Battle Brews
",,-1,-1
article788816478,"The Left’s continuing success in delaying a confirmation vote on Judge Brett Kavanaugh’s nomination to the U.S. Supreme Court reveals its malicious agenda to block the nominee from sitting on the high court when its new term begins Monday, October 1.
",malicious agenda ,138,155
article788816478,"Democrats had Kavanaugh accuser Christine Blasey Ford’s never-credible accusations of sexual abuse -- including possible attempted rape -- in hand way back in the summer.
",never-credible accusations of sexual abuse ,56,99
article788816478,"They deliberately refused to bring up the allegations, as weak and ridiculous as they are, at Kavanaugh’s Senate confirmation hearings because they didn’t want to have a rational discussion.
","They deliberately refused to bring up the allegations, as weak and ridiculous as they are, at Kavanaugh’s Senate confirmation hearings because they didn’t want to have a rational discussion",0,189
article788816478,"They wanted to hurl the wild claims like a grenade at the last minute to blow up the process.
",hurl the wild claims like a grenade ,15,51
article788816478,"And so far it appears they’re succeeding.
",,-1,-1
article788816478,"If Kavanaugh isn’t in place a week from Monday, the Supreme Court will begin hearing cases in its new term shorthanded.
",,-1,-1
article788816478,"The high court normally has a complement of nine justices but with Associate Justice Anthony Kennedy’s retirement July 31, which cleared the way for Kavanaugh’s nomination, there have only been eight justices in place.
",,-1,-1
article788816478,"Roughly speaking there is a 4-to-4 liberal to conservative ideological split on the court.
",,-1,-1
article788816478,"Democrats would prefer to drag the confirmation process into the next Congress where they hope to take control from Republicans.
",,-1,-1
article788816478,"Election Day is November 6.
",,-1,-1
article788816478,"The GOP currently controls the Senate, which has the final say on judicial nominations, by an uncomfortably close margin of 51 to 49.
",,-1,-1
article788816478,"Christine Blasey Ford’s lawyers are trying to game the system.
",,-1,-1
article788816478,"They know that Senate Judiciary Committee rules require Chairman Chuck Grassley (R-Iowa) to provide a full week’s notice for a hearing.
",,-1,-1
article788816478,"So, if, for example, the committee followed the rules and agreed Friday (today) to a hearing, the soonest it could be held would be next Friday, the final business day before the Supreme Court’s new term begins.
",,-1,-1
article788816478,"Of course, lawyers are masters of delay, and social justice warrior-lawyers hoping to torpedo President Trump’s agenda have an added incentive to drag the confirmation process out as long as possible.
",lawyers are masters of delay,11,39
article788816478,"New demands and fake emergencies are bound to arise from Ford’s legal team.
",,-1,-1
article788816478,"It was unclear at press time if the public hearing scheduled for Monday into the allegations of sexual misconduct against Kavanaugh would go forward.
",,-1,-1
article788816478,"Kavanaugh informed the committee he was willing to testify Monday.
",,-1,-1
article788816478,"“I continue to want a hearing as soon as possible, so that I can clear my name,"" he wrote in a letter.
",,-1,-1
article788816478,"Ford's lawyer Debra Katz told the Judiciary Committee her client ""wishes to testify, provided that we can agree on terms that are fair and which ensure her safety.""
",,-1,-1
article788816478,"Another Ford attorney reportedly said Wednesday that there are “multiple witnesses” who need to testify.
",,-1,-1
article788816478,"""A hearing on Monday is not possible and the Committee's insistence that it occur then is arbitrary in any event,” Katz wrote in a letter.
",,-1,-1
article788816478,"“Dr.
",,-1,-1
article788816478,"Ford has asked me to let you know that she appreciates the various options you have suggested.
",,-1,-1
article788816478,"Her strong preference continues to be for the Senate Judiciary Committee to allow for a full investigation prior to her testimony.”
",,-1,-1
article788816478,"GOP lawmakers are figuring out how to respond to Ford’s request, the San Diego Union-Tribune reports:
",,-1,-1
article788816478,"Late Thursday, Sen. Charles E. Grassley (R-Iowa), the Judiciary Committee chairman, said that his staff had discussed the issue with Ford’s attorney earlier in the day and that he would consult with his fellow committee members about the next move.
",,-1,-1
article788816478,"Ford’s offer also increased the pressure on several key moderates — particularly GOP Sens.
",,-1,-1
article788816478,"Susan Collins of Maine and Lisa Murkowski of Alaska — whose votes will probably be needed to put Kavanaugh on the high court.
",,-1,-1
article788816478,"Both were already facing heavy pressure from abortion rights groups concerned that Kavanaugh, a staunch conservative and longtime GOP attorney, might vote to restrict access to abortion.
",a staunch conservative ,94,117
article788816478,"The sexual assault allegation, which the nominee has denied, has upended his seemingly sure-bet confirmation and only increased the stakes for the key lawmakers.
",,-1,-1
article788816478,"Chairman Grassley had imposed a Thursday deadline for Ford to submit testimony after her team said Tuesday she wasn’t willing to testify until the FBI investigates her sexual abuse allegations against Kavanaugh.
",,-1,-1
article788816478,"Left-wingers such as Hillary Clinton and Senate Minority Leader Chuck Schumer (D-N.Y.) echoed Ford’s demand.
",Left-wingers ,0,13
article788816478,"The demand for an FBI probe is “utter nonsense,” former U.S. Attorney Joseph diGenova said earlier this week.
",utter nonsense,32,46
article788816478,"Ford “really doesn’t want to testify,” he said.
",,-1,-1
article788816478,"“Because when she does, she is going to look like the loon she is.
",she is going to look like the loon she is,24,65
article788816478,"She may very well believe everything she’s saying, and that is one of the signs of lunacy, believing something that isn’t real.” And her lawyer is “even loonier.”
",her lawyer is “even loonier,133,160
article788816478,"Besides, diGenova explained, the eleventh-hour sexual abuse claim leveled against Kavanaugh is a non-federal matter and in this case the alleged assault hasn’t even been clearly outlined by the alleged victim.
",,-1,-1
article788816478,"Ford didn’t report it to anyone for decades and isn’t even certain when or where it happened, so the FBI can’t investigate the matter “because there is nothing to investigate.”
",,-1,-1
article788816478,"Kavanaugh has already undergone six FBI background checks and the agency has ruled out investigating Ford’s allegation of drunken groping at a teenagers’ party 36 years ago.
",,-1,-1
article788816478,"Ford’s request for an FBI probe is “clearly a desire to delay proceedings,” diGenova said.
",Ford’s request for an FBI probe is “clearly a desire to delay proceedings,0,73
article788816478,"President Trump is taking the high road and is avoiding attacking Ford, which isn’t a risky move given how obviously unbalanced the accuser is.
",obviously unbalanced the accuser is,107,142
article788816478,"Ford is already doing an excellent job destroying herself without Republican assistance.
",an excellent job destroying herself ,22,58
article788816478,"At the White House on Wednesday, President Trump said it would be ""wonderful"" if Ford testifies and ""unfortunate"" if she does not.
",,-1,-1
article788816478,"He indicated he was keeping an open mind about the allegations but that it was ""very hard for me to imagine anything happened"" between her and the nominee.
",,-1,-1
article788816478,"""I think he's an extraordinary man – I think he's a man of great intellect, as I've been telling you, and he has an unblemished record,"" Trump said.
","I think he's an extraordinary man – I think he's a man of great intellect, as I've been telling you, and he has an unblemished record",1,134
article788816478,"""This is a very tough thing for him and his family and we want to get over it but at the same time we want to give tremendous amounts of time.
",,-1,-1
article788816478,"If she shows up that would be wonderful – if she doesn't show up that would be unfortunate.""
",,-1,-1
article788816478,"CBS News reports that Judge Kavanaugh's wife, Ashley Kavanaugh, has received multiple threats.
",,-1,-1
article788816478,"“The text of three emailed threats, obtained by CBS News, were obscene and violent in nature.
",obscene and violent ,63,83
article788816478,"CBS News has confirmed that the U.S.
",,-1,-1
article788816478,"Marshal's Service has assigned a protective detail to Kavanaugh's family,” the news website reports.
",,-1,-1
article788816478,"The high-stakes behind-the-scenes jockeying over the confirmation process continues.
",high-stakes behind-the-scenes jockeying ,4,44
article788900262,"If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin
","If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin",0,91
article788900262,"If Christine Ford were to make her accusation in any courtroom in America, even a mediocre defense attorney could shatter her credibility within minutes under cross-examination.
",even a mediocre defense attorney could shatter her credibility within minutes under cross-examination,75,176
article788900262,"Here's what that might look like:
",,-1,-1
article788900262,"Defense Attorney : When did this occur Ms. Ford?
",,-1,-1
article788900262,"Ms. Ford : I'm not exactly sure.
",,-1,-1
article788900262,"I believe it was 1982.
",,-1,-1
article788900262,"take our poll - story continues below
",,-1,-1
article788900262,"Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article788900262,"Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article788900262,"Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article788900262,"* John Bolton Richard Grenell Dina Powell Heather Nauert Ivanka Trump
",,-1,-1
article788900262,"Email *
",,-1,-1
article788900262,"Email This field is for validation purposes and should be left unchanged.
",,-1,-1
article788900262,"Completing this poll grants you access to Freedom Outpost updates free of charge.
",,-1,-1
article788900262,"You may opt out at anytime.
",,-1,-1
article788900262,"You also agree to this site's Privacy Policy and Terms of Use.
",,-1,-1
article788900262,"Defense Attorney : Where did it happen?
",,-1,-1
article788900262,"Ms. Ford : At a house in our town.
",,-1,-1
article788900262,"I'm not sure whose house it was or where it was.
",,-1,-1
article788900262,"I don't remember how I got there.
",,-1,-1
article788900262,"But, I can tell you that it had a swimming pool and I recall a narrow stairway.
",,-1,-1
article788900262,"Defense Attorney : Who was present in the house?
",,-1,-1
article788900262,"Ms. Ford : Brett Kavanaugh, Mark Judge, two other boys and another girl.
",,-1,-1
article788900262,"Defense Attorney : What are the names of the other boys and the girl who were present?
",,-1,-1
article788900262,"Ms. Ford : I don't remember.
",,-1,-1
article788900262,"Defense Attorney : Were you hurt?
",,-1,-1
article788900262,"Ms. Ford : No.
",,-1,-1
article788900262,"If this had been such a pivotal moment for her, how could she have forgotten any those facts?
","If this had been such a pivotal moment for her, how could she have forgotten any those facts",0,92
article788900262,"Most victims of sexual assault remember every detail – yes, even years later.
",,-1,-1
article788900262,"No jury would send a young man to prison based on that testimony.
",,-1,-1
article788900262,"Without a shred of evidence, a highly qualified judge, with no other blemish on his record, is being smeared on the national stage by a political lynch mob out for blood.
",Without a shred of evidence,0,27
article788900262,"Ben Shapiro spoke to Fox News' Martha MacCallum and said ""you have to have some evidence before you destroy a man's life.""
",,-1,-1
article788900262,"Shapiro's comments can be heard in the video below.
",,-1,-1
article788900262,"Jeanine Pirro spoke to Hannity on Thursday night and asked, ""Since when does truth and justice or guilt and innocence depend on your political party.
",,-1,-1
article788900262,"I fear for this nation when this is now the standard.
",I fear for this nation when this is now the standard,0,52
article788900262,"You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat.""
",You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat,0,111
article788900262,"She continued.
",,-1,-1
article788900262,"""I worry about this country.
",I worry about this country,1,27
article788900262,"I don't want these people to sit on juries.
",,-1,-1
article788900262,"It's no longer about truth and justice.
",,-1,-1
article788900262,"It's about politics.""
",,-1,-1
article788900262,"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""
",,-1,-1
article788900262,"Gregg Jarrett says it's ""because they're zealous to the point where they've lost their common sense.""
",they're zealous ,33,49
article788900262,"Their commentary on the video below is interesting.
",,-1,-1
article788900262,"Sen. Charles Grassley (R-IA) is to be commended on his handling of the situation.
",,-1,-1
article788900262,"In the spirit of compromise, he called off the Senate committee vote that had been on the calendar for Thursday and scheduled a hearing for next Monday so that both Christine Ford and Brett Kavanaugh could state their cases.
",,-1,-1
article788900262,"Kavanaugh immediately responded to Grassley.
",,-1,-1
article788900262,"For 36 hours, there was silence from the Ford camp.
",,-1,-1
article788900262,"Then, their demands began.
",,-1,-1
article788900262,"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.
",,-1,-1
article788900262,"Republicans felt that the request for a closed hearing was reasonable, but the demand for a new FBI investigation was not.
",,-1,-1
article788900262,"The FBI investigates federal crimes and/or national security issues.
",,-1,-1
article788900262,"When the FBI received Dianne Feinstein’s letter last week, they forwarded it to the White House to place in Kavanaugh’s background check file.
",,-1,-1
article788900262,"(Note: The FBI has already conducted six background checks on Kavanaugh, the most recent one was done this summer.)
",,-1,-1
article788900262,"It was announced later that Sen. Grassley would not change the date of the hearing set for Monday.
",,-1,-1
