id,span,propaganda
16215,liberty of conscience is not up for a vote,1
16216,"They would rightly object, he said, if they lived somewhere where they were the religious minority and supporters of another religion wanted a course on their faith taught in public schools.",0
16217,Haynes argues that people of faith are doing their religion a disservice when they try to have it taught by a government entity.,0
16218,Students at that age really aren’t prepared to tell the difference between what is history and what is religious conviction.”,0
16219,“It’s difficult to satisfy the First Amendment in elementary school when it comes to the Bible.,0
16220,"“This is a loser for the school district,” Haynes said.",0
16221,"Charles C. Haynes, the founding director of the Religious Freedom Center at the Newseum in Washington, doesn’t foresee the program surviving a court challenge in its current form.",0
16222,"The amended complaint, Elliott said, seeks to prevent the school system from “organizing, administering, or otherwise endorsing Bible classes for Mercer County Schools’ students in grades kindergarten through eighth grade.”",0
16223,extremely,1
16224,“There is no legally permissible way for Mercer County Schools to continue with any type of program like this.”,0
16225,"The program “is unconstitutional at its core and cannot be saved via modifications,” said Patrick Elliott, a lawyer with the Freedom From Religion Foundation.",0
16226,They want the Bible class out of the school day.,0
16227,But the plaintiffs aren’t looking for flexibility.,0
16228,"very, very",1
16229,.,0
16230,.,0
16231,And on the second issue .,0
16232,It’s fair to say that we’re very confident on the first issue.,0
16233,And the other is whether you can have the Bible course as it is presently constituted.,0
16234,“The first is whether you can have a Bible course at all.,0
16235,"“There are two things to look at,” Sasser said.",0
16236,The district filed a motion to dismiss the lawsuit on Wednesday.,0
16237,"Hiram Sasser, a lawyer at the firm, said the district’s main objective is to allow the Bible course to remain as an elective while making sure it complies with the law.",0
16238,"Representing the Mercer school district is the First Liberty Institute, a nonprofit law firm based in Texas that specializes in religious freedom cases.",0
16239,Bush.),0
16240,(Faber was nominated by President George H.W.,0
16241,"Instead, the question will be tried in the courtroom of Judge David A. Faber of the U.S. District Court for the Southern District of West Virginia in Bluefield.",0
16242,But the program’s fate will not be resolved by popular vote or on Facebook posts.,0
16243,"If the parents have no objection and the student has no objection, it is okay.”",0
16244,"But it should be optional, not enforced.",0
16245,"“Whether it’s the Bible, whether it’s Koran, whether it’s Torah, whether it’s some other book.",0
16246,"“It’s good to be God-fearing no matter how you approach it,” said Mohammad Iqbal, head of the Islamic Society of the Appalachian Region.",0
16247,Even the president of the local mosque in Princeton says it should stay.,0
16248,"If it were simply a popularity contest, Bible in the Schools would be allowed to continue as is.",0
16249,You are not a Christian,1
16250,Another wrote:,0
16251,!” one wrote.,0
16252,God Bless!,0
16253,“I will pray for you and all non-believers Lynne White.,0
16254,"When White posted the article on Facebook, she heard from some supporters, but many others questioned her faith.",0
16255,She also said it was untrue that children who didn’t take the class weren’t made to “feel different or ostracized.”,0
16256,"She argued that the classes are character education based on biblical values, that they were not electives because West Virginia doesn’t offer electives in elementary or middle school and that even though the classes are funded by private donations, that doesn’t mean they should be taught during the instructional day.",0
16257,foundation of lies,1
16258,White holds the school board and leadership responsible for spreading what she says is a false sense of what the Bible in the Schools program is and does.,0
16259,pretty clear,1
16260,"“As a person of faith myself, I don’t see any problem with having an after-school Bible program,” White said.",0
16261,"The idea that a weekly Bible class for 6,600 students in 16 public elementary schools and three middle schools is somehow simply an academic offering doesn’t sit well with Lynne White, 54, a former two-term school board member and mother of two sons who went through Mercer schools.",0
16262,It speaks for itself in terms of morals and ethics and those things.”,0
16263,“You don’t have to push religion with it.,0
16264,"“If you read the Bible, you’re going to get a whole lot of good ideas that are going to stick with you and make you a better person,” he said.",0
16265,But he also embraces the idea that the Bible offers irrefutable lessons in morality and teaches the difference between right and wrong.,0
16266,"J.B. Hurt, is also a minister in the Church of God and a member of the county school board, says he would oppose the program if he thought it was being used to teach religion or if students were required to take the class.",0
16267,"Hurt, whose son, the Rev.",0
16268,“We see the Bible not just as a book of faith but as a pretty accurate account of history that informs us about a lot of things that happened.”,0
16269,"“There is a great deal of not just poetry and prose in the Bible, but from what I’ve read almost every piece of history that’s in the Bible has eventually been proven,” he said.",0
16270,"For Hurt, Bible in the Schools, which has been in the public schools here in one form or another since 1939, is simply a way for students to further their knowledge.",0
16271,"The church, one of the largest buildings in town, can hold up to 2,000 people for Sunday services and often does.",0
16272,Ray Hurt has been the lead pastor at the Church of God in Princeton for more than two decades.,0
16273,The Rev.,0
16274,Heaven or Hell?”,0
16275,"Beneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight.",0
16276,Billboards tout the Ten Commandments or offer stern messages on abortion and eternal salvation.,0
16277,"The radio in the region is filled with gospel stations, Bible talk shows and Christian rock.",0
16278,"There are a couple of Catholic churches, a synagogue and a mosque, but the vast majority of houses of worship are Baptist, Methodist or Pentecostal.",0
16279,And the Church of Jesus.,0
16280,And the Church of Christ.,0
16281,You can find the Church of God here.,0
16282,"A lot of the good jobs in the county have left — 22 percent of its 61,000 residents live below the poverty level — but the churches have stayed.",0
16283,"God is a big deal in Mercer County, home to about 125 churches that dominate the main streets of its biggest towns, Princeton (population 6,400) and Bluefield (10,400), and smaller burgs such as Athens (1,000), Bramwell (360) and Oakvale (120).",0
16284,"“When something is wrong,” she said, “you have to stand up against it.”",0
16285,strongly,1
16286,"She pays an out-of-state fee of several hundred dollars, but she no longer worries about her child being taunted.",0
16287,Eventually Deal moved her daughter to a public school a few miles away in Virginia where there is no Bible class.,0
16288,You need to be reading the Bible.”,0
16289,"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this.",0
16290,going to hell,1
16291,Bypassing the class left her vulnerable to bullying,1
16292,Her daughter was told to sit in the computer lab for that half-hour and read a book.,0
16293,"Even though the class was optional, Deal said there weren’t any alternative lessons or activities for those who opted out.",0
16294,"Her daughter attended elementary school in nearby Bluefield, but Deal kept her out of the Bible class.",0
16295,"Elizabeth Deal, who describes herself as agnostic, is one of the plaintiffs in the case.",0
16296,The district declined a request to observe one of the classes.,0
16297,Wouldn’t that be so wild!”,0
16298,He and Eve could have their own personal water slide!,0
16299,It says: “So picture Adam being able to crawl up on the back of a dinosaur!,0
16300,"The suit quotes from one lesson: “If all of the Israelites had chosen to follow the Ten Commandments, think of how safe and happy they would have been.” Another lesson asks students to imagine that humans and dinosaurs existed at the same time.",0
16301,The suit alleges that the lessons in the Mercer schools are similar to what a child would hear in Sunday school and that they advocate the Ten Commandments and treat stories in the Bible as historical fact.,0
16302,But the plaintiffs in the suit and their backers argue that the program’s popularity shouldn’t matter in the face of Supreme Court rulings such as McCollum v. Board of Education in 1948 that have banned public schools from initiating or sponsoring religious activity.,0
16303,“The kids love it and the ones who don’t participate aren’t made to feel left out.”,0
16304,"“It’s not teaching religion, but it teaches character and respect and how important it is to tell the truth,” she said.",0
16305,"Courtney Tolliver, 26, a teacher in the district, agrees.",0
16306,The kids aren’t forced to be there.”,0
16307,"“More importantly, I don’t know who it harms.",0
16308,"“I think it’s a great program mainly because it’s the only chance for some of these kids to even see the Bible,” said Brett Tolliver, 27.",0
16309,Trenton’s parents also find it hard to see why there would be objections.,0
16310,beneficial,1
16311,"David W. Dockery, senior pastor at First Baptist Church of Princeton.",0
16312,"I’ve never known of anyone who has been pressured or felt ostracized,” said the Rev.",0
16313,“My experience with it has been very positive.,0
16314,"Supporters are adamant that the weekly class is an elective meant to explore the history and literature of the Bible, not to promote religious belief.",0
16315,"Filed in January and amended last month by the Freedom From Religion Foundation, the suit charges that the Bible class “advances and endorses one religion, improperly entangles public schools in religious affairs, and violates the personal consciences of nonreligious and non-Christian parents and students.”",0
16316,Two county residents with school-age children argue in a lawsuit that the program violates the establishment clause of the First Amendment and the West Virginia constitution.,0
16317,Now Bible in the Schools is facing a stiff legal challenge.,0
16318,"And there is widespread support for the classes: Parents and community members help raise nearly $500,000 a year to pay for the Bible in the Schools program.",0
16319,"The program is not mandatory, but almost every child in the district attends.",0
16320,"Bible classes on school time are a rarity in public education, but here they are a long-standing tradition.",0
16321,"For decades, the county’s public schools have offered a weekly Bible class during the school day — 30 minutes at the elementary level and 45 minutes in middle school.",0
16322,"This spring, Bible classes such as Trenton’s are on the minds of many here in Mercer County.",0
16323,"“That one was a little bit of a surprise,” Trenton said as he sat with his parents, Brett and Courtney Tolliver, one day this month watching his little sister’s soccer practice on a lush field in this small town in the mountains of southern West Virginia.",0
16324,"And the story about how their son Cain killed his brother, Abel.",0
16325,"Adam and Eve and the garden of Eden, of course.",0
16326,Noah and the Ark is a favorite.,0
16327,He gets to play matching games about Bible stories and listen to classic tales.,0
16328,huge,1
16329,Gym is Trenton Tolliver’s favorite class.,0
16330,A popular public school Bible class in West Virginia faces legal challenge,0
16331,dictator,1
16332,"He was spotted taking a moonlit stroll around the high-end Marina Bay Sands hotel and casino, owned by GOP mega-donor Sheldon Adelson, the type of glitzy development few North Koreans could ever imagine coming to their country.",0
16333,futuristic,1
16334,Trump showed Kim the movie on an iPad during their talks.,0
16335,"As part of the advance work, Trump commissioned a highly produced video meant to convince Kim to relinquish his weapons and open his country to outside investment.",0
16336,"At the same time, he'd admitted he didn't believe he required extensive preparation to take stock of Kim.",0
16337,commanding leader,1
16338,"Later in the day, advisers joined the talks for a larger bilateral session and a working lunch.",0
16339,"In that first meeting they were joined only by translators, a break from standard practice of having at least one aide present for high-stakes huddles.",0
16340,"After the men shook hands, they repaired inside for one-on-one talks.",0
16341,"The talks were quickly revived, leading to the highly choreographed event that unfolded Tuesday.",0
16342,"It was an extraordinarily compressed timeline for the landmark summit, which at one point was called off entirely as communication broke down between Washington and Pyongyang.",0
16343,"Tuesday's meeting, convened at a luxury hotel on the island of Sentosa, came just three months after Trump accepted North Korea's invitation for talks on the spot.",0
16344,"I hope it will be eventually.""",0
16345,"""But that's not part of the equation right now.",0
16346,our soldiers,1
16347,our soldiers,1
16348,"Trump also said he hopes to eventually withdraw US forces from South Korea, but said ""that's not part of the equation right now.""",0
16349,"By contrast, Trump appeared to back off a military footing on Tuesday, declaring the US will stop the ""war games,"" an apparent reference to joint military exercises with South Korea that North Korea has long rebuked as provocative.",0
16350,"The meeting came only months after the two men traded nuclear taunts, ratcheting up tensions and leading to fears of war.",0
16351,The world,1
16352,historic,1
16353,"""absolutely""",1
16354,Later they were seen smiling and laughing over lunch.,0
16355,The day began with Trump patting Kim on the back and placing his hand on the North Korean's shoulder as they walked into their first meeting.,0
16356,fierce criticism,1
16357,striking,1
16358,brutal dictator,1
16359,very talented,1
16360,brutal,1
16361,very talented man,1
16362,"""We learned a lot about each other and our countries,"" Trump said.",0
16363,hailed,1
16364,"""Many people in the world will think of this as a (inaudible) form of fantasy ... from a science fiction movie,"" his translator was overheard saying as the two leaders walked down a white-columned colonnade.",0
16365,surreality,1
16366,"Immediately after the encounter, Dennis Rodman -- one of the only Americans to have met Kim -- was openly weeping while being interviewed by CNN's Chris Cuomo.",0
16367,historic,1
16368,increasing the drama,1
16369,"In a detailed menu, the White House said the men were served Häagen-Dazs vanilla ice cream for dessert.",0
16370,The unlikely images of US and North Korean counterparts engaging in friendly dialogue lent the day an air of unreality.,0
16371,The remarks came amid an improbable series of events that few could have anticipated even three months ago.,0
16372,"Working together, we'll get it taken care of",1
16373,big problem,1
16374,Trump's threats to politely walk out of the meeting if his expectations were unmet did not materialize.,0
16375,unthinkable,1
16376,"""Without Otto, this would not have happened,"" Trump said.",0
16377,"Later, during his news conference, Trump said Warmbier's death contributed to the summit taking place.",0
16378,"""I think our whole relationship with North Korea and the Korean Peninsula is going to be a very much different situation than it has in the past,"" Trump said during the summit.",0
16379,brutal dictator,1
16380,"""We will do it as fast as it can mechanically and physically be done,"" he said.",0
16381,But he acknowledged the effort to rid North Korea of its nuclear arsenal was in its early stages.,0
16382,Trump insisted during a news conference the agreement went further than many people expected.,0
16383,And Kim's commitments did not appear to go beyond what he already pledged to do in April when he met South Korean President Moon Jae-in along their countries' border.,0
16384,"But there was no mentioning the previous US aim of ""complete, verifiable and irreversible denuclearization.""",0
16385,"In exchange, Trump agreed to ""provide security guarantees"" to North Korea.",0
16386,unwavering,1
16387,"People are going to be very happy.""",0
16388,People are going to be very impressed,1
16389,"And we have developed a very special bond,"" Trump said at the conclusion of the landmark summit.",0
16390,We both are going to do something.,0
16391,"""We both want to do something.",0
16392,dramatic,1
16393,"Whether nuclear disarmament is indeed the final outcome of Tuesday's summit won't be known for years, if not decades.",0
16394,"But there were scant details on what new commitments had been secured from Kim, even as Trump announced he would end the regular military exercises the US conducts with South Korea.",0
16395,triumphant,1
16396,unprecedented,1
16397,Trump's North Korean gamble ends with 'special bond' with Kim,0
16398,"Democrats, weeks later, released their own version of the memo.",0
16399,a partisan memo ,1
16400,This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,1
16401,a red line that must not be crossed ,1
16402,Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,1
16403,are blasting ,1
16404,"Congressional Republicans are hoping the files reveal details about the start of the Russia investigation led by the FBI, which evolved into Special Counsel Robert Mueller's investigation into Russian meddling and potential collusion with Trump campaign associates during the 2016 presidential election.",0
16405,are touting the president’s order,1
16406,sheer number ,1
16407,"The source added that the Justice Department is working on a ""compressed timeline"" and they expect the first release of records in days or sooner.",0
16408,"A source familiar with the timing of the declassification told Fox News they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr.",0
16409,Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month.,0
16410,has blasted ,1
16411,fired FBI Special Agent ,1
16412,The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.,0
16413,The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.,0
16414,"The documents include all FBI reports on interviews, also known as 302s, with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page, as well as 21 pages of one renewed warrant.",0
16415,ODNI spokeswoman Kellie Wade also said that the agency was “working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.”,0
16416,“The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President’s order.”,0
16417,"“When the President issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House Counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department spokesperson said in a statement to Fox News.",0
16418,"It is not immediately clear how and when the documents will be released, but by Monday evening, intelligence agencies said they had already begun working to prepare the documents.",0
16419,"The president on Monday afternoon ordered that the documents be released by the Office of the Director of National Intelligence (ODNI) and the Justice Department “[a]t the request of a number of committees of Congress, and for reasons of transparency,” according to a statement issued by White House Press Secretary Sarah Sanders.",0
16420,disgraced former FBI officials ,1
16421,were scrambling ,1
16422,Agencies scramble ,1
16423,"No, we & are families are trying to heal.”",0
16424,“Do you think a person who has dealt with any form of abuse by politicians is thinking about politics?,0
16425,"hypocritical,",1
16426,"I don’t need anyone to affirm my humanity, I affirmed it,” she wrote in another tweet.",0
16427,People can believe it or not.,0
16428,"“I have nothing to prove to anyone, I simply shared my story.",0
16429,Monahan went to reiterate that her story has nothing to do with politics.,0
16430,"Many other Democrats and progressives – who largely stayed silent after the accusations against Ellison emerged – came out in support of Ford, including Vermont Sen. Bernie Sanders and Tom Perez, chairman of the DNC, who urged to investigate the claims and Kavanaugh.",0
16431,"As I said before, I knew I wouldn't be believed.”",0
16432,"She added: “Four people, including my supervisor at the time, stated that I came to them after and shared the exact story I shared publicly, I shared multiple text between me and Keith, where I discuss the abuse with him and much more.",0
16433,My therapist released records stating I have been dealing and healing from the abuse.”,0
16434,"Visits, I told them about the abuse and who did it.",0
16435,"I provided medical records from 2017, stating on two different Dr.",0
16436,"“I've been smeared, threatened, isolated from my own party.",0
16437,"“No, they don't,” Monahan tweeted in response to a question of whether the party believes women’s stories.",0
16438,Many prominent Democrats have supported Ford’s allegations.,0
16439,Ford has accused Kavanaugh of attempting to force himself onto her during a high school party nearly four decades ago.,0
16440,Monahan slammed the Democratic Party for its response to her allegations when compared to its treatment of Christine Blasey Ford.,0
16441,Kavanaugh denies the accusations.,0
16442,"The Ellison accusations have put Democrats in an uncomfortable position, as they speak out on sexual misconduct claims against Supreme Court nominee Brett Kavanaugh.",0
16443,"A draft report obtained by the AP noted Monahan's shifting rationale for refusing to produce the video footage, including that it was lost, was on a USB drive in storage and would be too embarrassing and traumatic to release it.",0
16444,Democratic party chairman Ken Martin said last week he expected the investigation to conclude soon.,0
16445,"The state's Democratic party launched an investigation into the claim, retaining a local attorney with links to the state party to determine whether the alleged incident took place.",0
16446,Monahan said she had video footage of the incident and levied the allegation just days ahead of a crowded Democratic primary for Minnesota attorney general that Ellison went on to win.,0
16447,"Ellison’s ex-girlfriend, Karen Monahan, alleged in August that Ellison dragged her off a bed by her feet while screaming obscenities at her in 2016.",0
16448,"... At this time, I will be focusing on the issues of this important election.""",0
16449,"""This is why I have complied with this investigation fully, and will do so with any other inquiries.",0
16450,"""I believe women who come forward must be heard, and to have their allegations fully investigated,"" Ellison said.",0
16451,"In a statement, Ellison thanked Ellingstad for conducting a ""thorough, independent, and fair review.""",0
16452,"The Democratic congressman, who serves as deputy chairman of the Democratic National Committee, has denied the allegations.",0
16453,"“For the purpose of objectivity and getting all of the facts regarding these allegations, we have decided to forward the information in the investigation to local authorities in order to let them review the contents and determine whether further investigation is warranted,” Martin said.",0
16454,Martin said they planned to turn over the report to local law enforcement.,0
16455,"""The investigation report, which was released today without our knowledge by someone outside of our organization, was unable to substantiate the claim of physical abuse made by Ms. Monahan,” DFL Chairman Ken Martin said in a statement.",0
16456,"The Associated Press on Monday reported that it obtained a draft of a report written by Susan Ellingstad, a lawyer hired by Minnesota's Democratic-Farmer-Labor Party to investigate the claim against Ellison.",0
16457,A lawyer hired by Minnesota Democrats says she is unable to substantiate the accusations of domestic abuse against Rep. Keith Ellison because the lawmaker’s ex-girlfriend refused to provide video of the incident - but the findings are still being turned over to law enforcement.,0
16458,"Domestic abuse allegations against Keith Ellison cannot be substantiated, Dems' lawyer says",0
16459,"So, no, I don't think there's any good reason to think Kavanaugh would be especially helpful to Trump compared to others he could have selected.",0
16460,"And if Kavanaugh is really an outlier on that issue, then he won't be in the majority on any future decision anyway.",0
16461,"partisan, conservative judges",1
16462,Perhaps.,0
16463,Some have speculated that Kavanaugh would be especially likely to rule in Trump's favor if any cases stemming from the Robert Mueller investigation wind up at the high court.,0
16464,"In the event, that's not what's causing the trouble, but still it's an example of Trump taking needless risks.",0
16465,bombshells ,1
16466,I still think that's true.,0
16467,"I've argued that too much disclosure is required, and that Democrats (and any wavering Republicans) had more than enough information to make up their mind.",0
16468,someone who hires based on what he thinks someone doing that job should look like,1
16469,cut-of-his-jib test ,1
16470,"Trump is hurting himself right now, and will have hurt himself more if Kavanaugh is not confirmed.",0
16471,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president",1
16472,"Trump’s professional reputation is already terrible, but everything counts.",0
16473,"And, for that matter, they’ll be less likely to trust him when he asserts that there’s nothing remaining for Special Counsel Robert Mueller to reveal.",0
16474,"A botched nomination matters because allies will be less likely to trust Trump, not just on Supreme Court choices, but on any initiative.",0
16475,a gang that can’t shoot straight ,1
16476,"The White House demanded a final up and down vote on Tuesday; by Wednesday, he was saying that the nomination would die if Kavanaugh didn’t do well before the Judiciary Committee on Thursday.",0
16477,"He sometimes praises Kavanaugh, but also let it be known that he thought the nominee had performed badly in his Fox News interview.",0
16478,a slur on all women ,1
16479,"Meanwhile, Trump’s behavior has been as erratic as ever.",0
16480,"If the nomination had been pulled right after Christine Blasey Ford made her initial assertions about Kavanaugh, the public might have concluded that it wasn’t Trump’s fault that a previously unaired accusation came to light.",0
16481,Trump and his White House staff failed to do their jobs ,1
16482,"Whether that matters in terms of public opinion for Trump is unclear, but it certainly isn’t good for any Republican senators caught up in the middle, along with any other candidates who have had to weigh in only to find the facts as they knew them constantly changing.",0
16483,extremely high-profile episode ,1
16484,Trump hasn’t learned it yet,1
16485,But there’s an art to minimizing damage.,0
16486,"Losing a high-profile fight is always going to hurt a president, which is why they should take care to avoid high-risk, low-reward conflicts.",0
16487,severe trouble,1
16488,"When serious charges of sexual misconduct were raised against Kavanaugh, Trump decided to stick with him instead of moving on to another candidate.",0
16489,3,0
16490,"It’s just very hard to see any upside for Trump in choosing Kavanaugh instead of a safer, but still very conservative, other option.",0
16491,Presidents who shy away from anything that’s not a sure thing can fail to exploit opportunities.,0
16492,Sometimes it’s worth taking risks.,0
16493,2,0
16494,"Senate Republicans dealt with that problem by deciding to not bother with any Kavanaugh documents that couldn’t be produced rapidly, which further riled up the Democrats and gave that party some good talking points.",0
16495,"It was also true, as Senate Majority Leader Mitch McConnell reportedly warned, that normal disclosure of Kavanaugh’s record, especially his service during the George W. Bush administration, was going to delay confirmation even more.",0
16496,"Nominating him, rather than a conservative with similar views but a different background, was bound to stir up trouble.",0
16497,"Kavanaugh is a longtime Republican operative, a hard-liner during both the Vince Foster and Monica Lewinsky investigations.",0
16498,"After all, he had been a highly controversial selection for his current circuit court seat, eventually getting confirmed with only four Democratic votes after a long delay.",0
16499,The judge was certain to be a highly controversial selection from the start.,0
16500,"Either way, Kavanaugh was a poor choice from the point of view of good presidenting.",0
16501,1,0
16502,Trump is easily manipulated by those around him,1
16503,We don’t know to what extent Kavanaugh was Trump’s choice and to what extent he was manipulated into choosing him.,0
16504,"Still, it’s one thing to form an alliance with conservatives; it’s another to turn the whole process over to them.",0
16505,"In some ways, that’s successful coalition-building, and what he’s done in office is just keeping his promises on judges.",0
16506,"The party was worried that Trump might turn out not to be a conservative; to reassure them, he publicly committed to their top goal.",0
16507,reflected the reality-TV star’s weakness as a presidential candidate,1
16508,That wasn’t entirely a Trump mistake.,0
16509,That included an unusually central role for the Federalist Society’s Leonard Leo.,0
16510,"To begin with, Trump has outsourced his judicial nominations to outside, party-aligned groups, the Heritage Foundation and the Federalist Society.",0
16511,how badly Trump does his job ,1
16512,complete hash ,1
16513,the biggest political gift possible ,1
16514,The president is doubling down on an increasingly risky candidate.,0
16515,Exploding in Trump’s Face,1
16516,"As Paul wrote for The Post, the more significant legal questions are whether Guyger is prosecuted as a police officer or civilian and whether a jury decides she acted reasonably in using deadly force.",0
16517,Police did not comment on whether Hall is still worried that the termination might affect the criminal investigation.,0
16518,The statement notes that Guyger can appeal her firing.,0
16519,"The officer, who was hired in late 2013, was terminated during a hearing Monday morning “for her actions.”",0
16520,"Police did not explain what changed by Monday, when the department announced that an internal-affairs investigation had been launched and already “concluded” that Guyger’s arrest was a fireable offense.",0
16521,"“That is not a risk I am willing to take,” she said.",0
16522,"In a statement, Hall said that any disciplinary investigation would risk compromising the criminal case.",0
16523,"Two days later, the Dallas Morning News reported that police could fire Guyger but did not plan to review her employment until a criminal investigation wrapped up — probably months away.",0
16524,"She told a town hall that “local, state and federal laws prohibit me from taking action,” according to ABC affiliate WFAA.",0
16525,"After repeated protests, Police Chief U. Reneé Hall gave contradictory explanations last week for why she could not fire the officer.",0
16526,"“The delay raised questions about why investigators held off on arresting the officer and about whether law enforcement authorities were showing deferential treatment for one of their own,” Kristine Phillips and Deanna Paul wrote for The Post.",0
16527,"The incident — one of more than 700 police killings counted by The Washington Post this year — sparked criticism against the police department, which waited days to arrest Guyger, then went weeks without disciplining her even though she was placed on leave.",0
16528,The victim’s family has disputed her account and said she had knocked on Jean’s door before killing him.,0
16529,"When she was arrested three days later on manslaughter charges, Guyger said she confused Jean’s home for her own, confused Jean for an intruder, and shot him when he refused her commands, according to court documents.",0
16530,"Guyger allegedly walked into the apartment of the neighbor, Botham Jean, and fatally shot him Sept 6.",0
16531,This contradicted the police chief’s recent statements that she was unable to discipline the officer while a criminal investigation proceeded.,0
16532,"The Dallas Police Department fired Officer Amber Guyger on Monday, two weeks after she was charged in the fatal shooting of her neighbor.",0
16533,fires officer who killed Botham Jean in his apartment,0
16534,Dallas Police Dept.,0
16535,"The Senate intelligence committee is expected to have a confirmation hearing for Haspel in coming weeks, followed by a vote in the full Senate.",0
16536,Some lawmakers and human rights groups oppose Haspel’s nomination because of her role in the CIA’s detention and harsh interrogation of terror suspects after 9/11.,0
16537,the delay signaled the White House was having second thoughts about the nomination.,1
16538,"Logistical issues, including an FBI background check that took longer than expected, was to blame, according to a U.S. official, who was not authorized to discuss the issue and spoke only on condition of anonymity.",0
16539,But the president had not sent the formal paperwork to Capitol Hill.,0
16540,"Trump tweeted last month that he had selected Haspel to replace Mike Pompeo, who is being considered to be secretary of state.",0
16541,WASHINGTON — President Donald Trump formally notified Congress on Tuesday that deputy CIA director Gina Haspel is his pick to lead the agency.,0
16542,Trump formally nominates Gina Haspel to be next CIA director,0
16543,The senator has not specifically responded to that allegation.,0
16544,"and squeezed ""at least twice""",1
16545,"Franken called the allegation ""categorically not true.""",0
16546,"She says she avoided the kiss, then heard Franken say ""it's my right as an entertainer.""",0
16547,An unnamed former Democratic congressional aide told Politico that the senator tried to forcibly kiss her after he taped a radio show in 2006.,0
16548,The senator has not appeared to respond specifically to the allegation.,0
16549,"wet, open-mouthed kiss""",1
16550,"Franken's office said he has not ""intentionally engage in"" the ""kind of conduct"" described.",1
16551,"Stephanie Kemplin, an Army veteran, says Franken put his hand on her breast during a USO tour in 2003.",0
16552,Franken said he did not remember the events and denied asking anyone to visit the bathroom with him.,0
16553,One of the women says Franken suggested that he and she should go to the bathroom together.,0
16554,Two other unidentified women told HuffPost that Franken grabbed their buttocks at separate events in 2007 and 2008.,0
16555,"Franken later said he did not remember taking the picture but ""felt badly"" that Menz felt disrespected.",0
16556,Lindsay Menz says Franken grabbed her buttocks when the pair posed for a photo at the Minnesota State Fair in 2010.,0
16557,The senator apologized for the photo but said he remembered the skit incident differently.,0
16558,A photo also surfaced showing Franken looking at a camera while pretending to grab Tweeden's breasts as she was sleeping while clothed.,0
16559,"aggressively stuck his tongue in my mouth""",1
16560,"Leeann Tweeden, a radio news anchor, says Franken groped and forcibly kissed her during a USO tour in 2006, before the former comedian was a senator.",0
16561,Here are the eight accusations he faces:,0
16562,"Franken on Thursday denied most of the allegations, which started to surface last month.",0
16563,"About 30 Senate Democrats, starting with women, have urged the Minnesota Democrat to step down.",0
16564,"Sen. Al Franken announced his resignationon the Senate floor Thursday morning, as Democratic calls for his resignation mount following the latest sexual misconduct accusations against him.",0
16565,Here are all the sexual misconduct accusations against Sen. Al Franken,0
16566,She is currently weighing whether she can order a longer delay to give the affected people time to renew their efforts to gain legal status.,0
16567,Saris previously ordered a stay to the deportations.,0
16568,Senator Jeanne Shaheen.,0
16569,"Their cause has drawn the support of Republican Governor Chris Sununu and New Hampshire’s all-Democratic congressional delegation, including U.S.",0
16570,Members of the group and advocates say they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country.,0
16571,"The Indonesians are part of an ethnic community of about 2,000 people clustered around the city of Dover in New Hampshire’s seacoast region.",0
16572,ICE officials said the arrangement had always been a temporary one and that the agency always had discretion to deport the people covered by the arrangement.,0
16573,"The U.S. Attorney’s office is considering an appeal, a spokeswoman said.",0
16574,"Outside the courtroom, Rombot said: “I just want to say thank you to my attorney, my pastor and all of my friends.”",0
16575,"“This is what intent was, that he would be given the opportunity to leave under his own steam and not under shackles,” she said.",0
16576,The judge cited that letter during Wednesday’s hearing in holding that Rombot’s detention despite ICE’s previous guidance violated his due process rights under the U.S. Constitution.,0
16577,Rombot’s lawyers said he was arrested despite a 2015 letter from ICE saying he would have a chance to prepare for an “orderly” departure.,0
16578,"He walked out of the U.S. District Court in Boston in his blue jail scrubs, without a chance to change into street clothes.",0
16579,"“He walks out of the courthouse right now,” Chief U.S. District Judge Patti Saris said after concluding that Rombot’s detention violated his rights.",0
16580,"Rombot, part of a wave of Indonesian Christians who fled their country following deadly riots in 1998, learned of the policy change when he appeared for an Aug. 1 check-in with ICE and was arrested.",0
16581,SPONSORED,0
